Temperature,Rainfall,Altitude,Soil_type,Soil_pH,label
12.4,228,1705,Loamy,6.3,Onion
41.7,298,133,Clay,6.8,Green Gram
40.3,443,600,Sandy,6.3,Sorghum
26.2,639,894,Sandy,6.9,Tomato
10.0,976,2676,Clay,5.8,Irish Potato
23.6,619,525,Sandy-Loam,6.5,Tomato
11.5,1190,2194,Loamy,6.6,Beans
33.4,199,313,Sandy-Loam,5.9,Sorghum
39.2,358,228,Loamy,7.2,Green Gram
14.9,1769,1788,Loamy,6.2,Beans
21.6,973,1640,Loamy,6.4,Soybean
25.5,997,1808,Sandy-Loam,6.9,Soybean
27.3,662,493,Sandy-Loam,5.5,Groundnut
8.2,1210,2377,Loamy,5.9,Irish Potato
40.3,354,84,Sandy,6.5,Green Gram
35.4,160,492,Sandy,5.8,Cowpea
7.5,706,2429,Clay,6.3,Carrot
5.2,1088,2910,Fertile,5.6,Irish Potato
17.8,500,1432,Fertile,6.6,Onion
15.3,398,1886,Fertile,7.1,Onion
25.7,720,419,Sandy-Loam,6.3,Tomato
13.1,1163,1862,Clay,6.5,Kale
13.3,1208,2390,Clay,5.9,Kale
20.0,549,1142,Fertile,6.7,Tomato
26.5,803,434,Sandy,5.7,Groundnut
25.9,1017,573,Sandy-Loam,6.0,Groundnut
9.9,688,2849,Loamy,6.7,Carrot
22.1,1282,1131,Fertile,5.8,Maize
28.4,462,822,Sandy,6.3,Millet
39.5,191,62,Clay,5.6,Sorghum
23.6,842,680,Sandy,6.1,Tomato
26.3,768,744,Sandy,5.6,Groundnut
39.2,180,95,Sandy,7.1,Green Gram
12.4,790,2842,Sandy-Loam,6.6,Carrot
32.7,703,512,Sandy-Loam,5.8,Millet
13.4,517,1790,Loamy,6.6,Onion
38.5,181,267,Sandy-Loam,6.4,Sorghum
30.7,672,640,Fertile,5.5,Groundnut
11.9,1438,1946,Sandy-Loam,7.2,Beans
40.4,239,77,Sandy,6.2,Green Gram
15.1,1206,1810,Loamy,6.0,Kale
29.6,701,470,Sandy-Loam,6.3,Millet
35.8,187,202,Sandy,6.2,Green Gram
23.5,789,2025,Sandy-Loam,6.3,Soybean
7.6,907,2497,Fertile,6.5,Carrot
26.5,771,789,Sandy-Loam,6.6,Tomato
14.9,370,1728,Loamy,7.0,Onion
28.3,876,686,Sandy-Loam,6.3,Groundnut
21.8,1131,1657,Sandy,6.5,Soybean
31.2,283,251,Sandy-Loam,6.2,Cowpea
21.0,915,1458,Loamy,6.3,Soybean
12.9,1076,1955,Fertile,6.5,Kale
36.3,269,163,Sandy,6.2,Green Gram
33.0,351,414,Sandy-Loam,5.7,Millet
36.3,295,65,Loamy,5.8,Cowpea
41.9,301,65,Loamy,6.2,Green Gram
23.0,1166,1851,Sandy-Loam,6.9,Soybean
40.4,216,418,Sandy,5.9,Sorghum
10.9,766,2711,Fertile,6.4,Carrot
21.3,991,2037,Fertile,6.1,Soybean
27.6,504,798,Loamy,6.1,Tomato
36.7,314,387,Sandy,5.5,Sorghum
6.1,1307,2765,Clay,5.8,Irish Potato
26.2,674,1106,Sandy,6.5,Tomato
24.8,796,1559,Loamy,6.3,Soybean
12.4,345,1686,Sandy,6.3,Onion
31.3,661,943,Sandy,6.3,Millet
35.6,298,128,Sandy,7.1,Green Gram
40.6,312,581,Sandy,6.5,Sorghum
9.5,1156,1859,Sandy-Loam,6.6,Kale
19.8,1018,1592,Loamy,6.4,Soybean
33.2,341,329,Clay,6.0,Cowpea
6.0,1317,3084,Clay,5.6,Irish Potato
22.5,1227,1139,Loamy,6.3,Maize
10.3,1333,1890,Sandy,6.5,Kale
29.9,781,576,Sandy,6.3,Groundnut
36.8,452,363,Sandy,6.3,Sorghum
21.0,822,1574,Loamy,6.5,Soybean
8.5,1244,2534,Loamy,6.2,Irish Potato
40.5,373,488,Sandy-Loam,6.5,Sorghum
29.0,595,836,Sandy-Loam,5.9,Millet
7.3,940,2356,Fertile,6.8,Carrot
13.7,1656,2408,Sandy-Loam,6.7,Beans
8.8,648,2856,Loamy,6.3,Carrot
5.3,1299,2727,Loamy,6.2,Irish Potato
6.5,1393,3044,Loamy,6.1,Irish Potato
18.0,1487,2399,Loamy,6.5,Beans
26.5,436,1098,Sandy-Loam,6.2,Millet
14.8,245,1924,Fertile,7.1,Onion
24.5,732,541,Sandy-Loam,6.8,Tomato
25.6,484,920,Fertile,7.0,Tomato
38.6,362,119,Sandy,6.1,Green Gram
22.6,504,1110,Sandy,6.9,Tomato
35.4,284,219,Sandy,6.3,Green Gram
22.9,1001,960,Loamy,6.7,Maize
21.6,521,670,Sandy-Loam,6.5,Tomato
29.0,601,783,Sandy-Loam,5.8,Millet
21.8,811,1754,Loamy,6.5,Soybean
15.5,1765,1871,Sandy-Loam,6.8,Beans
21.1,699,983,Fertile,6.3,Tomato
30.5,475,524,Clay,5.9,Millet
14.9,1272,2398,Sandy,6.4,Kale
6.1,929,2966,Clay,6.1,Irish Potato
25.8,976,100,Fertile,6.4,Groundnut
9.6,1133,2504,Fertile,6.5,Kale
38.9,208,64,Sandy,5.8,Sorghum
20.1,511,455,Fertile,6.3,Tomato
12.3,415,1654,Loamy,6.5,Onion
36.7,241,115,Sandy,6.4,Green Gram
26.0,553,1098,Sandy,5.8,Millet
25.3,520,864,Fertile,6.3,Tomato
19.3,883,1596,Loamy,6.3,Soybean
18.9,1146,1723,Loamy,5.9,Maize
40.3,361,50,Sandy-Loam,7.1,Green Gram
21.5,734,707,Sandy-Loam,6.8,Tomato
22.2,896,1729,Fertile,6.1,Soybean
13.6,1066,1804,Fertile,6.6,Kale
13.0,972,2323,Loamy,5.8,Kale
15.0,503,1674,Fertile,6.7,Onion
8.0,828,2354,Sandy-Loam,6.7,Carrot
11.9,1035,2232,Fertile,6.5,Kale
14.4,510,1633,Clay,6.3,Onion
11.4,256,2021,Clay,6.4,Onion
10.1,845,2187,Sandy-Loam,6.4,Kale
11.3,323,1992,Sandy-Loam,6.4,Onion
23.0,1134,1569,Fertile,6.0,Soybean
15.4,1656,1805,Loamy,6.5,Beans
33.5,401,485,Sandy,6.2,Cowpea
36.9,334,201,Sandy,5.7,Cowpea
14.9,515,2044,Loamy,6.3,Onion
11.3,265,1973,Clay,6.6,Onion
16.5,338,1834,Loamy,7.1,Onion
30.9,640,550,Sandy-Loam,6.1,Groundnut
13.4,248,1679,Sandy,6.6,Onion
28.0,735,63,Clay,5.7,Groundnut
25.5,655,560,Sandy-Loam,6.6,Tomato
22.4,796,997,Fertile,6.5,Tomato
11.8,504,1827,Loamy,6.6,Onion
34.5,345,279,Sandy,6.1,Green Gram
34.3,216,68,Sandy-Loam,7.1,Green Gram
24.1,675,650,Sandy-Loam,6.7,Tomato
20.8,891,1394,Sandy-Loam,6.7,Maize
17.3,1331,2189,Loamy,6.6,Beans
33.6,298,426,Sandy-Loam,5.9,Cowpea
41.9,244,87,Sandy,6.8,Green Gram
26.3,763,762,Fertile,6.8,Tomato
33.7,392,478,Sandy,6.0,Cowpea
33.9,351,332,Sandy,6.1,Cowpea
29.2,198,295,Sandy,5.7,Cowpea
25.1,880,1460,Fertile,6.4,Soybean
23.3,814,1194,Loamy,6.2,Tomato
17.7,1440,1499,Loamy,6.4,Maize
31.7,418,274,Sandy-Loam,6.0,Cowpea
18.1,1130,1445,Sandy-Loam,5.8,Maize
12.6,1336,1900,Loamy,6.6,Kale
24.8,485,1167,Fertile,6.8,Tomato
34.0,428,203,Sandy-Loam,6.5,Sorghum
37.4,240,342,Sandy,6.5,Green Gram
31.1,318,344,Sandy,5.9,Cowpea
22.3,973,1912,Loamy,6.7,Soybean
25.0,1059,2057,Fertile,6.2,Soybean
12.0,936,2653,Fertile,5.9,Irish Potato
20.6,1196,1413,Sandy-Loam,6.1,Maize
14.4,1074,1809,Loamy,6.2,Kale
42.0,398,680,Sandy,6.5,Sorghum
12.2,1591,1782,Sandy-Loam,6.7,Beans
12.4,441,1642,Sandy-Loam,6.7,Onion
35.7,193,286,Sandy-Loam,6.1,Sorghum
21.9,854,1774,Loamy,6.5,Soybean
19.7,1270,1588,Fertile,6.0,Maize
5.3,1198,2330,Loamy,5.6,Irish Potato
7.8,713,2789,Sandy-Loam,6.6,Carrot
33.5,466,215,Clay,5.9,Sorghum
16.5,1498,2081,Fertile,6.7,Beans
7.6,841,2446,Sandy-Loam,6.7,Carrot
37.9,209,262,Clay,5.6,Sorghum
41.5,223,80,Sandy,6.1,Green Gram
21.6,925,1423,Fertile,6.2,Maize
35.3,316,449,Sandy-Loam,5.9,Cowpea
13.6,235,1582,Clay,6.9,Onion
33.1,209,282,Sandy,6.1,Cowpea
11.9,1102,2477,Loamy,7.0,Beans
22.4,729,1032,Sandy-Loam,6.5,Tomato
39.0,413,202,Sandy,6.0,Sorghum
24.7,1190,2016,Loamy,6.1,Soybean
36.8,251,215,Sandy-Loam,5.6,Cowpea
25.9,983,617,Sandy,5.8,Groundnut
13.9,1230,2287,Fertile,6.9,Beans
25.0,853,1629,Loamy,6.5,Soybean
33.4,381,1051,Sandy,5.8,Millet
9.4,1285,2158,Clay,6.4,Kale
34.1,377,133,Sandy,6.6,Green Gram
41.0,294,80,Clay,6.4,Sorghum
16.8,1159,2416,Sandy-Loam,7.0,Beans
19.7,1112,1658,Clay,6.7,Soybean
6.3,1170,2972,Fertile,6.1,Irish Potato
23.0,893,201,Clay,6.3,Groundnut
40.5,225,18,Loamy,7.0,Green Gram
28.5,941,689,Fertile,5.7,Groundnut
38.4,287,67,Fertile,6.6,Green Gram
26.1,417,856,Sandy,6.3,Millet
24.3,1041,1846,Sandy,6.0,Soybean
7.7,710,2750,Loamy,6.6,Carrot
27.3,444,751,Sandy-Loam,6.4,Millet
12.4,935,2153,Clay,6.3,Carrot
26.5,504,774,Fertile,6.2,Tomato
13.5,807,2371,Clay,6.8,Carrot
29.0,292,291,Sandy,6.0,Cowpea
22.5,521,1121,Sandy-Loam,6.2,Tomato
18.3,1441,1638,Loamy,5.9,Maize
38.9,298,77,Sandy,7.1,Green Gram
14.5,433,1359,Fertile,6.6,Onion
29.2,175,352,Sandy-Loam,6.3,Cowpea
23.1,653,536,Sandy,6.0,Groundnut
23.1,1411,1746,Loamy,6.7,Maize
12.1,328,1814,Loamy,7.2,Onion
35.8,310,243,Loamy,5.9,Cowpea
8.8,1257,2760,Sandy-Loam,6.3,Irish Potato
30.8,726,765,Loamy,6.1,Groundnut
22.1,1175,1016,Sandy-Loam,5.9,Maize
38.2,177,281,Sandy-Loam,6.3,Green Gram
14.0,902,2573,Clay,6.6,Carrot
12.1,796,2138,Sandy-Loam,6.8,Carrot
27.4,870,782,Sandy,5.5,Groundnut
15.0,1319,2408,Fertile,6.7,Beans
30.8,581,562,Loamy,6.4,Millet
17.1,1744,2085,Loamy,6.2,Beans
18.8,1152,1134,Loamy,6.4,Maize
12.3,1455,2266,Loamy,7.1,Beans
13.0,919,2437,Clay,6.8,Carrot
38.6,467,587,Sandy,6.2,Sorghum
29.2,380,886,Sandy-Loam,5.8,Millet
17.6,913,1653,Loamy,6.0,Maize
11.3,459,1970,Fertile,7.1,Onion
11.2,847,2456,Clay,6.1,Carrot
15.0,1371,1970,Fertile,6.4,Beans
31.3,515,431,Sandy,6.2,Millet
14.1,1142,1914,Loamy,6.2,Beans
21.7,1130,1400,Loamy,6.0,Soybean
9.6,1246,2949,Loamy,5.9,Irish Potato
10.2,1367,3025,Clay,5.6,Irish Potato
26.8,732,792,Sandy-Loam,6.9,Tomato
41.3,371,39,Sandy-Loam,6.2,Sorghum
26.9,363,473,Sandy-Loam,6.5,Millet
11.3,836,2580,Fertile,6.7,Kale
24.3,783,500,Loamy,6.6,Tomato
19.2,865,1561,Clay,6.4,Maize
33.8,320,293,Clay,6.1,Cowpea
17.9,1070,989,Fertile,6.8,Maize
34.1,344,163,Loamy,6.5,Green Gram
22.1,791,1090,Fertile,6.2,Tomato
22.3,991,2096,Sandy-Loam,6.6,Soybean
34.9,196,197,Loamy,6.2,Green Gram
33.2,619,543,Clay,5.8,Millet
9.7,908,2612,Loamy,6.0,Irish Potato
13.9,1176,2453,Sandy,6.4,Beans
34.4,401,94,Sandy-Loam,6.0,Cowpea
15.5,208,1957,Sandy,6.5,Onion
40.8,252,250,Sandy-Loam,6.8,Green Gram
16.3,365,1685,Loamy,7.0,Onion
29.5,1035,408,Sandy,5.8,Groundnut
11.9,282,2049,Fertile,6.9,Onion
40.7,341,378,Clay,6.4,Sorghum
35.4,230,121,Fertile,5.8,Cowpea
39.0,272,462,Sandy,6.2,Sorghum
24.6,954,175,Loamy,6.1,Groundnut
10.4,1241,2545,Sandy-Loam,6.3,Irish Potato
28.8,1008,226,Fertile,5.8,Groundnut
30.1,577,555,Sandy,5.8,Millet
13.7,1238,2000,Fertile,6.4,Kale
31.4,365,823,Sandy-Loam,5.6,Millet
14.4,532,1637,Sandy-Loam,6.9,Onion
25.1,1010,326,Loamy,5.8,Groundnut
35.9,290,127,Sandy,5.8,Sorghum
24.0,854,156,Sandy,6.3,Groundnut
12.6,1134,1996,Loamy,6.2,Kale
34.4,207,143,Fertile,6.2,Green Gram
23.6,583,750,Sandy-Loam,6.2,Tomato
37.7,455,51,Sandy,5.6,Sorghum
16.2,258,1492,Sandy,6.5,Onion
22.2,972,1699,Fertile,6.2,Soybean
10.7,1152,2333,Loamy,6.4,Kale
40.1,256,222,Sandy,7.0,Green Gram
30.3,157,72,Sandy-Loam,6.4,Cowpea
41.0,199,232,Sandy,6.4,Green Gram
5.1,968,3000,Fertile,6.0,Irish Potato
21.4,1069,1654,Fertile,6.5,Soybean
15.5,1500,2306,Sandy-Loam,7.0,Beans
30.5,404,419,Sandy-Loam,6.3,Cowpea
27.6,947,299,Sandy,5.7,Groundnut
31.3,198,402,Fertile,5.9,Cowpea
22.5,1014,1562,Loamy,5.8,Maize
11.6,888,2642,Sandy-Loam,6.7,Carrot
40.1,460,617,Sandy-Loam,6.0,Sorghum
12.3,1164,2400,Fertile,6.4,Kale
28.5,703,873,Sandy-Loam,6.0,Millet
6.7,1105,2855,Loamy,5.6,Irish Potato
7.1,637,1986,Loamy,6.3,Carrot
17.9,1429,1057,Clay,6.0,Maize
30.4,459,445,Loamy,5.6,Millet
16.8,1050,1996,Loamy,6.4,Beans
17.3,1043,1389,Sandy,6.2,Maize
30.9,694,927,Sandy,5.9,Millet
34.9,463,70,Clay,5.8,Sorghum
21.3,682,971,Fertile,6.7,Tomato
32.8,621,1067,Sandy,6.4,Millet
15.6,1778,2199,Fertile,6.3,Beans
22.5,496,1188,Sandy-Loam,6.1,Tomato
5.6,1168,2686,Fertile,5.8,Irish Potato
40.5,458,692,Sandy,6.5,Sorghum
36.3,341,165,Loamy,6.6,Green Gram
29.2,993,510,Sandy-Loam,5.8,Groundnut
14.0,356,1540,Fertile,6.7,Onion
7.3,671,2213,Sandy-Loam,6.1,Carrot
22.6,1235,1604,Fertile,6.5,Maize
8.8,573,2553,Fertile,6.1,Carrot
29.8,864,716,Fertile,5.5,Groundnut
27.0,607,668,Loamy,6.4,Tomato
35.4,332,135,Sandy-Loam,7.0,Green Gram
20.3,1047,1524,Fertile,6.1,Maize
22.9,1255,1085,Sandy-Loam,5.9,Maize
15.6,488,1835,Fertile,6.9,Onion
11.6,1754,2354,Sandy,7.0,Beans
36.6,129,231,Sandy,6.6,Green Gram
